oracle_gameid,esports_game_id,tournament,date,start_time,blue,red,game_num
LOLTMNT04_125197,114755484277800125,lfl_summer_2025,2025-07-24 16:07:20,2025-07-24T16:00:00Z,GameWard,Team BDS Academy,1
LOLTMNT04_125196,114755484277800169,lfl_summer_2025,2025-07-24 16:08:30,2025-07-24T16:00:00Z,BK ROG Esports,Joblife,1
LOLTMNT04_125222,114755484277800126,lfl_summer_2025,2025-07-24 17:01:05,2025-07-24T16:00:00Z,GameWard,Team BDS Academy,2
LOLTMNT04_125224,114755484277800170,lfl_summer_2025,2025-07-24 17:08:40,2025-07-24T16:00:00Z,Joblife,BK ROG Esports,2
LOLTMNT04_125236,114755484277800171,lfl_summer_2025,2025-07-24 17:57:27,2025-07-24T16:00:00Z,BK ROG Esports,Joblife,3
LOLTMNT04_126287,114755484277865745,lfl_summer_2025,2025-07-24 18:51:29,2025-07-24T19:00:00Z,Karmine Corp Blue,Solary,1
LOLTMNT04_126290,114755484277865746,lfl_summer_2025,2025-07-24 19:45:45,2025-07-24T19:00:00Z,Solary,Karmine Corp Blue,2
LOLTMNT04_127001,114755484277865747,lfl_summer_2025,2025-07-24 20:49:46,2025-07-24T19:00:00Z,Karmine Corp Blue,Solary,3
LOLTMNT04_127034,114755484277800185,lfl_summer_2025,2025-07-25 16:07:13,2025-07-25T16:00:00Z,Gentle Mates,GameWard,1
LOLTMNT04_125288,114755484277800186,lfl_summer_2025,2025-07-25 17:01:09,2025-07-25T16:00:00Z,GameWard,Gentle Mates,2
LOLTMNT04_125294,114755484277800187,lfl_summer_2025,2025-07-25 17:52:47,2025-07-25T16:00:00Z,Gentle Mates,GameWard,3
LOLTMNT04_125308,114755484277865785,lfl_summer_2025,2025-07-25 18:59:55,2025-07-25T19:00:00Z,Vitality.Bee,Solary,1
LOLTMNT04_127059,114755484277865786,lfl_summer_2025,2025-07-25 20:00:21,2025-07-25T19:00:00Z,Solary,Vitality.Bee,2
LOLTMNT04_127229,114755484277865773,lfl_summer_2025,2025-07-30 16:08:12,2025-07-30T16:00:00Z,Gentle Mates,Vitality.Bee,1
LOLTMNT04_125504,114755484277865774,lfl_summer_2025,2025-07-30 17:23:14,2025-07-30T16:00:00Z,Vitality.Bee,Gentle Mates,2
LOLTMNT04_127260,114755484277865775,lfl_summer_2025,2025-07-30 18:21:03,2025-07-30T16:00:00Z,Gentle Mates,Vitality.Bee,3
LOLTMNT04_125561,114755484277800153,lfl_summer_2025,2025-07-31 16:06:23,2025-07-31T16:00:00Z,BK ROG Esports,GameWard,1
LOLTMNT04_127333,114755484277800154,lfl_summer_2025,2025-07-31 16:58:45,2025-07-31T16:00:00Z,GameWard,BK ROG Esports,2
LOLTMNT04_127338,114755484277800155,lfl_summer_2025,2025-07-31 17:51:56,2025-07-31T16:00:00Z,BK ROG Esports,GameWard,3
LOLTMNT04_127346,114755484277800145,lfl_summer_2025,2025-07-31 18:41:42,2025-07-31T19:00:00Z,Galions,Team BDS Academy,1
LOLTMNT04_125584,114755484277865777,lfl_summer_2025,2025-07-31 19:14:57,2025-07-31T19:00:00Z,Joblife,Solary,1
LOLTMNT04_125586,114755484277800146,lfl_summer_2025,2025-07-31 19:52:47,2025-07-31T19:00:00Z,Team BDS Academy,Galions,2
LOLTMNT04_125587,114755484277865778,lfl_summer_2025,2025-07-31 20:25:07,2025-07-31T19:00:00Z,Joblife,Solary,2
