oracle_gameid,esports_game_id,tournament,date,start_time,blue,red,game_num
LOLTMNT01_235618,114216998190273759,lta_n_split_2_2025,2025-04-27 20:51:24,2025-04-27T20:00:00Z,Disguised,Cloud9,2
LOLTMNT01_235630,114216998190273798,lta_n_split_2_2025,2025-04-27 21:53:01,2025-04-27T23:00:00Z,Dignitas,Shopify Rebellion,1
LOLTMNT01_235647,114216998190273799,lta_n_split_2_2025,2025-04-27 22:45:49,2025-04-27T23:00:00Z,Dignitas,Shopify Rebellion,2
LOLTMNT01_236128,114216998190273800,lta_n_split_2_2025,2025-04-27 23:47:01,2025-04-27T23:00:00Z,Shopify Rebellion,Dignitas,3
LOLTMNT02_255058,114216998190273802,lta_n_split_2_2025,2025-05-03 20:08:26,2025-05-03T20:00:00Z,FlyQuest,Shopify Rebellion,1
LOLTMNT02_255072,114216998190273803,lta_n_split_2_2025,2025-05-03 20:57:55,2025-05-03T20:00:00Z,Shopify Rebellion,FlyQuest,2
LOLTMNT02_255088,114216998190273804,lta_n_split_2_2025,2025-05-03 21:51:15,2025-05-03T20:00:00Z,FlyQuest,Shopify Rebellion,3
LOLTMNT02_256105,114216998190273774,lta_n_split_2_2025,2025-05-03 23:00:48,2025-05-03T23:00:00Z,Team Liquid,Disguised,1
LOLTMNT02_256109,114216998190273775,lta_n_split_2_2025,2025-05-03 23:56:15,2025-05-03T23:00:00Z,Disguised,Team Liquid,2
LOLTMNT02_256435,114216998190273782,lta_n_split_2_2025,2025-05-04 20:08:41,2025-05-04T20:00:00Z,100 Thieves,Dignitas,1
LOLTMNT02_256446,114216998190273783,lta_n_split_2_2025,2025-05-04 21:12:10,2025-05-04T20:00:00Z,Dignitas,100 Thieves,2
LOLTMNT02_256461,114216998190273762,lta_n_split_2_2025,2025-05-04 22:09:23,2025-05-04T23:00:00Z,LYON,Cloud9,1
LOLTMNT02_256467,114216998190273763,lta_n_split_2_2025,2025-05-04 23:04:58,2025-05-04T23:00:00Z,Cloud9,LYON,2
LOLTMNT02_256476,114216998190273764,lta_n_split_2_2025,2025-05-04 23:57:16,2025-05-04T23:00:00Z,LYON,Cloud9,3
LOLTMNT02_263109,114216998190273766,lta_n_split_2_2025,2025-05-10 20:09:23,2025-05-10T20:00:00Z,Cloud9,Team Liquid,1
LOLTMNT02_263129,114216998190273767,lta_n_split_2_2025,2025-05-10 20:58:20,2025-05-10T20:00:00Z,Team Liquid,Cloud9,2
LOLTMNT02_263190,114216998190273790,lta_n_split_2_2025,2025-05-10 22:16:26,2025-05-10T23:00:00Z,Shopify Rebellion,100 Thieves,1
LOLTMNT02_263200,114216998190273791,lta_n_split_2_2025,2025-05-10 23:13:29,2025-05-10T23:00:00Z,Shopify Rebellion,100 Thieves,2
LOLTMNT02_264596,114216998190273794,lta_n_split_2_2025,2025-05-11 20:07:30,2025-05-11T20:00:00Z,FlyQuest,Dignitas,1
LOLTMNT02_264603,114216998190273795,lta_n_split_2_2025,2025-05-11 20:54:32,2025-05-11T20:00:00Z,Dignitas,FlyQuest,2
LOLTMNT02_263770,114216998190273770,lta_n_split_2_2025,2025-05-11 21:47:18,2025-05-11T23:00:00Z,Disguised,LYON,1
LOLTMNT02_263775,114216998190273771,lta_n_split_2_2025,2025-05-11 22:38:25,2025-05-11T23:00:00Z,Disguised,LYON,2
LOLTMNT06_120185,114217030657972284,lta_n_split_2_2025,2025-05-17 20:08:05,2025-05-17T20:00:00Z,Cloud9,FlyQuest,1
LOLTMNT06_120186,114217030657972285,lta_n_split_2_2025,2025-05-17 20:53:29,2025-05-17T20:00:00Z,Cloud9,FlyQuest,2
LOLTMNT06_121176,114217030657972292,lta_n_split_2_2025,2025-05-17 21:42:44,2025-05-17T23:00:00Z,LYON,Dignitas,1
LOLTMNT06_121177,114217030657972293,lta_n_split_2_2025,2025-05-17 22:41:24,2025-05-17T23:00:00Z,Dignitas,LYON,2
LOLTMNT06_121179,114217030657972294,lta_n_split_2_2025,2025-05-17 23:30:37,2025-05-17T23:00:00Z,LYON,Dignitas,3
LOLTMNT06_120292,114217030657972288,lta_n_split_2_2025,2025-05-18 20:07:53,2025-05-18T20:00:00Z,Team Liquid,Shopify Rebellion,1
LOLTMNT06_120293,114217030657972289,lta_n_split_2_2025,2025-05-18 20:55:35,2025-05-18T20:00:00Z,Shopify Rebellion,Team Liquid,2
LOLTMNT06_120302,114217030657972296,lta_n_split_2_2025,2025-05-18 21:53:10,2025-05-18T23:00:00Z,100 Thieves,Disguised,1
LOLTMNT06_120304,114217030657972297,lta_n_split_2_2025,2025-05-18 22:38:41,2025-05-18T23:00:00Z,Disguised,100 Thieves,2
LOLTMNT03_244742,114217030657972300,lta_n_split_2_2025,2025-05-24 20:07:34,2025-05-24T20:00:00Z,FlyQuest,Shopify Rebellion,1
LOLTMNT03_245193,114217030657972301,lta_n_split_2_2025,2025-05-24 20:55:59,2025-05-24T20:00:00Z,Shopify Rebellion,FlyQuest,2
LOLTMNT03_245211,114217030657972302,lta_n_split_2_2025,2025-05-24 22:05:34,2025-05-24T20:00:00Z,Shopify Rebellion,FlyQuest,3
LOLTMNT03_245676,114217030657972306,lta_n_split_2_2025,2025-05-25 20:09:28,2025-05-25T20:00:00Z,Cloud9,Team Liquid,1
LOLTMNT03_245686,114217030657972307,lta_n_split_2_2025,2025-05-25 21:01:41,2025-05-25T20:00:00Z,Team Liquid,Cloud9,2
LOLTMNT03_246244,114217030657972308,lta_n_split_2_2025,2025-05-25 21:52:08,2025-05-25T20:00:00Z,Team Liquid,Cloud9,3
LOLTMNT01_246368,114217030657972318,lta_n_split_2_2025,2025-05-31 20:08:28,2025-05-31T20:00:00Z,Team Liquid,Dignitas,1
LOLTMNT01_245414,114217030657972319,lta_n_split_2_2025,2025-05-31 20:57:54,2025-05-31T20:00:00Z,Dignitas,Team Liquid,2
LOLTMNT01_245425,114217030657972320,lta_n_split_2_2025,2025-05-31 22:01:45,2025-05-31T20:00:00Z,Team Liquid,Dignitas,3
LOLTMNT01_245435,114217030657972321,lta_n_split_2_2025,2025-05-31 22:47:04,2025-05-31T20:00:00Z,Dignitas,Team Liquid,4
LOLTMNT01_245611,114217030657972324,lta_n_split_2_2025,2025-06-01 20:07:56,2025-06-01T20:00:00Z,100 Thieves,Shopify Rebellion,1
LOLTMNT01_245618,114217030657972325,lta_n_split_2_2025,2025-06-01 21:14:08,2025-06-01T20:00:00Z,100 Thieves,Shopify Rebellion,2
LOLTMNT01_245629,114217030657972326,lta_n_split_2_2025,2025-06-01 22:06:16,2025-06-01T20:00:00Z,Shopify Rebellion,100 Thieves,3
LOLTMNT01_249362,114217030657972312,lta_n_split_2_2025,2025-06-07 20:06:56,2025-06-07T20:00:00Z,FlyQuest,Cloud9,1
LOLTMNT01_249384,114217030657972313,lta_n_split_2_2025,2025-06-07 21:02:25,2025-06-07T20:00:00Z,Cloud9,FlyQuest,2
LOLTMNT01_249398,114217030657972314,lta_n_split_2_2025,2025-06-07 21:50:27,2025-06-07T20:00:00Z,Cloud9,FlyQuest,3
LOLTMNT01_249414,114217030657972315,lta_n_split_2_2025,2025-06-07 22:46:36,2025-06-07T20:00:00Z,FlyQuest,Cloud9,4
LOLTMNT01_249428,114217030657972316,lta_n_split_2_2025,2025-06-07 23:33:00,2025-06-07T20:00:00Z,FlyQuest,Cloud9,5
LOLTMNT01_250506,114217030657972330,lta_n_split_2_2025,2025-06-08 20:09:09,2025-06-08T20:00:00Z,Team Liquid,Shopify Rebellion,1
LOLTMNT01_250511,114217030657972331,lta_n_split_2_2025,2025-06-08 21:02:16,2025-06-08T20:00:00Z,Team Liquid,Shopify Rebellion,2
LOLTMNT01_249686,114217030657972332,lta_n_split_2_2025,2025-06-08 22:15:23,2025-06-08T20:00:00Z,Team Liquid,Shopify Rebellion,3
LOLTMNT01_249694,114217030657972333,lta_n_split_2_2025,2025-06-08 23:09:04,2025-06-08T20:00:00Z,Shopify Rebellion,Team Liquid,4
LOLTMNT01_252738,114217030657972336,lta_n_split_2_2025,2025-06-14 20:12:24,2025-06-14T20:00:00Z,Cloud9,Shopify Rebellion,1
LOLTMNT01_252741,114217030657972337,lta_n_split_2_2025,2025-06-14 21:04:34,2025-06-14T20:00:00Z,Shopify Rebellion,Cloud9,2
LOLTMNT01_252745,114217030657972338,lta_n_split_2_2025,2025-06-14 21:50:18,2025-06-14T20:00:00Z,Cloud9,Shopify Rebellion,3
LOLTMNT01_253074,114217030657972342,lta_n_split_2_2025,2025-06-15 20:15:00,2025-06-15T20:00:00Z,FlyQuest,Cloud9,1
LOLTMNT01_253075,114217030657972343,lta_n_split_2_2025,2025-06-15 21:09:41,2025-06-15T20:00:00Z,Cloud9,FlyQuest,2
LOLTMNT01_253076,114217030657972344,lta_n_split_2_2025,2025-06-15 21:57:17,2025-06-15T20:00:00Z,FlyQuest,Cloud9,3
LOLTMNT01_253078,114217030657972345,lta_n_split_2_2025,2025-06-15 22:55:39,2025-06-15T20:00:00Z,FlyQuest,Cloud9,4
LOLTMNT01_252856,114217030657972346,lta_n_split_2_2025,2025-06-15 23:43:18,2025-06-15T20:00:00Z,Cloud9,FlyQuest,5
LOLTMNT01_269407,113487190606716457,lta_n_split_3_2025,2025-07-26 20:10:23,2025-07-26T20:00:00Z,FlyQuest,Disguised,1
LOLTMNT01_269416,113487190606716458,lta_n_split_3_2025,2025-07-26 20:58:52,2025-07-26T20:00:00Z,Disguised,FlyQuest,2
LOLTMNT01_268930,113487190606716461,lta_n_split_3_2025,2025-07-26 21:51:01,2025-07-26T23:00:00Z,Cloud9,LYON,1
LOLTMNT01_269432,113487190606716462,lta_n_split_3_2025,2025-07-26 22:37:10,2025-07-26T23:00:00Z,LYON,Cloud9,2
LOLTMNT01_270271,113487190606716465,lta_n_split_3_2025,2025-07-27 20:11:24,2025-07-27T20:00:00Z,Team Liquid,100 Thieves,1
LOLTMNT01_270275,113487190606716466,lta_n_split_3_2025,2025-07-27 21:02:05,2025-07-27T20:00:00Z,100 Thieves,Team Liquid,2
LOLTMNT01_270288,113487190606716469,lta_n_split_3_2025,2025-07-27 22:00:27,2025-07-27T23:00:00Z,Shopify Rebellion,Dignitas,1
LOLTMNT01_269810,113487190606782006,lta_n_split_3_2025,2025-07-27 22:54:47,2025-07-27T23:00:00Z,Dignitas,Shopify Rebellion,2
LOLTMNT02_291885,113487190606782009,lta_n_split_3_2025,2025-08-02 20:08:18,2025-08-02T20:00:00Z,100 Thieves,FlyQuest,1
LOLTMNT02_291895,113487190606782010,lta_n_split_3_2025,2025-08-02 20:58:00,2025-08-02T20:00:00Z,100 Thieves,FlyQuest,2
LOLTMNT02_290962,113487190606782013,lta_n_split_3_2025,2025-08-02 21:53:11,2025-08-02T23:00:00Z,LYON,Team Liquid,1
LOLTMNT02_290982,113487190606782014,lta_n_split_3_2025,2025-08-02 22:44:53,2025-08-02T23:00:00Z,Team Liquid,LYON,2
LOLTMNT02_290987,113487190606782015,lta_n_split_3_2025,2025-08-02 23:32:14,2025-08-02T23:00:00Z,LYON,Team Liquid,3
LOLTMNT02_292285,113487190606782017,lta_n_split_3_2025,2025-08-03 20:08:22,2025-08-03T20:00:00Z,Dignitas,Cloud9,1
LOLTMNT02_293271,113487190606782018,lta_n_split_3_2025,2025-08-03 21:00:31,2025-08-03T20:00:00Z,Cloud9,Dignitas,2
LOLTMNT02_292306,113487190606782021,lta_n_split_3_2025,2025-08-03 21:52:28,2025-08-03T23:00:00Z,Disguised,Shopify Rebellion,1
LOLTMNT02_293287,113487190606782022,lta_n_split_3_2025,2025-08-03 22:47:59,2025-08-03T23:00:00Z,Shopify Rebellion,Disguised,2
LOLTMNT02_292316,113487190606782023,lta_n_split_3_2025,2025-08-03 23:42:20,2025-08-03T23:00:00Z,Disguised,Shopify Rebellion,3
LOLTMNT02_299125,113487190606782025,lta_n_split_3_2025,2025-08-09 20:06:58,2025-08-09T20:00:00Z,Shopify Rebellion,100 Thieves,1
LOLTMNT02_299145,113487190606782026,lta_n_split_3_2025,2025-08-09 20:54:09,2025-08-09T20:00:00Z,100 Thieves,Shopify Rebellion,2
LOLTMNT02_299161,113487190606782027,lta_n_split_3_2025,2025-08-09 21:49:24,2025-08-09T20:00:00Z,Shopify Rebellion,100 Thieves,3
LOLTMNT02_299175,113487190606782029,lta_n_split_3_2025,2025-08-09 22:38:30,2025-08-09T23:00:00Z,FlyQuest,LYON,1
LOLTMNT02_299179,113487190606782030,lta_n_split_3_2025,2025-08-09 23:25:54,2025-08-09T23:00:00Z,LYON,FlyQuest,2
LOLTMNT02_299643,113487190606782033,lta_n_split_3_2025,2025-08-10 20:07:52,2025-08-10T20:00:00Z,Cloud9,Team Liquid,1
LOLTMNT02_299654,113487190606782034,lta_n_split_3_2025,2025-08-10 20:59:02,2025-08-10T20:00:00Z,Team Liquid,Cloud9,2
LOLTMNT02_299679,113487190606782037,lta_n_split_3_2025,2025-08-10 21:51:21,2025-08-10T23:00:00Z,Dignitas,Disguised,1
LOLTMNT02_299690,113487190606782038,lta_n_split_3_2025,2025-08-10 22:43:00,2025-08-10T23:00:00Z,Dignitas,Disguised,2
LOLTMNT02_299694,113487190606782039,lta_n_split_3_2025,2025-08-10 23:30:53,2025-08-10T23:00:00Z,Disguised,Dignitas,3
LOLTMNT03_281842,113487190606782041,lta_n_split_3_2025,2025-08-16 20:06:27,2025-08-16T20:00:00Z,Cloud9,Shopify Rebellion,1
LOLTMNT03_280867,113487190606782042,lta_n_split_3_2025,2025-08-16 20:56:30,2025-08-16T20:00:00Z,Cloud9,Shopify Rebellion,2
LOLTMNT03_281867,113487190606782043,lta_n_split_3_2025,2025-08-16 22:10:34,2025-08-16T20:00:00Z,Cloud9,Shopify Rebellion,3
LOLTMNT03_281872,114714549984404986,lta_n_split_3_2025,2025-08-16 23:06:02,2025-08-16T20:00:00Z,Cloud9,Shopify Rebellion,4
LOLTMNT03_281876,114714549984404987,lta_n_split_3_2025,2025-08-16 23:50:45,2025-08-16T20:00:00Z,Shopify Rebellion,Cloud9,5
LOLTMNT03_282144,113487190606782045,lta_n_split_3_2025,2025-08-17 20:07:47,2025-08-17T20:00:00Z,FlyQuest,Team Liquid,1
LOLTMNT03_282158,113487190606782046,lta_n_split_3_2025,2025-08-17 21:01:22,2025-08-17T20:00:00Z,Team Liquid,FlyQuest,2
LOLTMNT03_283147,113487190606782047,lta_n_split_3_2025,2025-08-17 22:02:15,2025-08-17T20:00:00Z,Team Liquid,FlyQuest,3
LOLTMNT03_288294,113487190606782049,lta_n_split_3_2025,2025-08-23 20:06:29,2025-08-23T20:00:00Z,Disguised,Dignitas,1
LOLTMNT03_287894,113487190606782050,lta_n_split_3_2025,2025-08-23 20:54:40,2025-08-23T20:00:00Z,Dignitas,Disguised,2
LOLTMNT03_288338,113487190606782051,lta_n_split_3_2025,2025-08-23 21:48:05,2025-08-23T20:00:00Z,Dignitas,Disguised,3
LOLTMNT03_287928,114714549984404990,lta_n_split_3_2025,2025-08-23 22:39:00,2025-08-23T20:00:00Z,Disguised,Dignitas,4
LOLTMNT03_289318,113487190606782053,lta_n_split_3_2025,2025-08-24 20:06:26,2025-08-24T20:00:00Z,LYON,100 Thieves,1
LOLTMNT03_288797,113487190606782054,lta_n_split_3_2025,2025-08-24 21:08:05,2025-08-24T20:00:00Z,LYON,100 Thieves,2
LOLTMNT03_289343,113487190606782055,lta_n_split_3_2025,2025-08-24 21:54:48,2025-08-24T20:00:00Z,LYON,100 Thieves,3
LOLTMNT03_289350,114714549984404992,lta_n_split_3_2025,2025-08-24 22:42:54,2025-08-24T20:00:00Z,100 Thieves,LYON,4
LOLTMNT01_278533,113487190606782065,lta_n_split_3_2025,2025-08-29 20:06:10,2025-08-29T20:00:00Z,Cloud9,Disguised,1
LOLTMNT01_278555,113487190606782066,lta_n_split_3_2025,2025-08-29 20:57:19,2025-08-29T20:00:00Z,Disguised,Cloud9,2
LOLTMNT01_278563,113487190606782067,lta_n_split_3_2025,2025-08-29 21:42:51,2025-08-29T20:00:00Z,Cloud9,Disguised,3
LOLTMNT01_279322,114714549984404998,lta_n_split_3_2025,2025-08-29 22:40:24,2025-08-29T20:00:00Z,Cloud9,Disguised,4
LOLTMNT01_278600,114714549984404999,lta_n_split_3_2025,2025-08-29 23:27:33,2025-08-29T20:00:00Z,Cloud9,Disguised,5
LOLTMNT01_278845,113487190606782061,lta_n_split_3_2025,2025-08-30 20:09:07,2025-08-30T20:00:00Z,Team Liquid,100 Thieves,1
LOLTMNT01_278856,113487190606782062,lta_n_split_3_2025,2025-08-30 21:02:55,2025-08-30T20:00:00Z,Team Liquid,100 Thieves,2
LOLTMNT01_279570,113487190606782063,lta_n_split_3_2025,2025-08-30 22:02:02,2025-08-30T20:00:00Z,Team Liquid,100 Thieves,3
LOLTMNT01_279707,113487190606782057,lta_n_split_3_2025,2025-08-31 20:07:38,2025-08-31T20:00:00Z,FlyQuest,Shopify Rebellion,1
LOLTMNT01_280063,113487190606782058,lta_n_split_3_2025,2025-08-31 20:58:43,2025-08-31T20:00:00Z,FlyQuest,Shopify Rebellion,2
LOLTMNT01_279725,113487190606782059,lta_n_split_3_2025,2025-08-31 22:02:08,2025-08-31T20:00:00Z,FlyQuest,Shopify Rebellion,3
LOLTMNT01_279732,114714549984404994,lta_n_split_3_2025,2025-08-31 22:54:06,2025-08-31T20:00:00Z,FlyQuest,Shopify Rebellion,4
LOLTMNT01_283382,113487190606782075,lta_n_split_3_2025,2025-09-05 20:05:46,2025-09-05T20:00:00Z,Cloud9,100 Thieves,1
LOLTMNT01_283399,113487190606782076,lta_n_split_3_2025,2025-09-05 21:02:12,2025-09-05T20:00:00Z,Cloud9,100 Thieves,2
LOLTMNT01_283408,113487190606782077,lta_n_split_3_2025,2025-09-05 21:53:30,2025-09-05T20:00:00Z,100 Thieves,Cloud9,3
LOLTMNT01_283424,113487190606782078,lta_n_split_3_2025,2025-09-05 22:48:39,2025-09-05T20:00:00Z,Cloud9,100 Thieves,4
LOLTMNT01_283432,113487190606782079,lta_n_split_3_2025,2025-09-05 23:36:21,2025-09-05T20:00:00Z,100 Thieves,Cloud9,5
LOLTMNT01_284517,114833970802335524,lta_n_split_3_2025,2025-09-06 20:06:45,2025-09-06T20:00:00Z,Shopify Rebellion,100 Thieves,1
LOLTMNT01_284573,114833970802335525,lta_n_split_3_2025,2025-09-06 20:55:16,2025-09-06T20:00:00Z,100 Thieves,Shopify Rebellion,2
LOLTMNT01_284603,114833970802335526,lta_n_split_3_2025,2025-09-06 21:44:12,2025-09-06T20:00:00Z,Shopify Rebellion,100 Thieves,3
LOLTMNT01_285575,114833970802335530,lta_n_split_3_2025,2025-09-07 20:12:24,2025-09-07T20:00:00Z,FlyQuest,100 Thieves,1
LOLTMNT01_285591,114833970802335531,lta_n_split_3_2025,2025-09-07 21:09:29,2025-09-07T20:00:00Z,100 Thieves,FlyQuest,2
LOLTMNT01_285605,114833970802335532,lta_n_split_3_2025,2025-09-07 21:59:46,2025-09-07T20:00:00Z,FlyQuest,100 Thieves,3
LOLTMNT01_285618,114833970802335533,lta_n_split_3_2025,2025-09-07 22:50:47,2025-09-07T20:00:00Z,100 Thieves,FlyQuest,4
