gameid,date,game_num,blue,red,url
LOLTMNT06_120293,2025-05-18 20:55:35,2,Shopify Rebellion,Team Liquid,
LOLTMNT06_120302,2025-05-18 21:53:10,1,100 Thieves,Disguised,
LOLTMNT06_120304,2025-05-18 22:38:41,2,Disguised,100 Thieves,
LOLTMNT03_244742,2025-05-24 20:07:34,1,FlyQuest,Shopify Rebellion,
LOLTMNT03_245193,2025-05-24 20:55:59,2,Shopify Rebellion,FlyQuest,
LOLTMNT03_245211,2025-05-24 22:05:34,3,Shopify Rebellion,FlyQuest,
LOLTMNT03_245676,2025-05-25 20:09:28,1,Cloud9,Team Liquid,
LOLTMNT03_245686,2025-05-25 21:01:41,2,Team Liquid,Cloud9,
LOLTMNT03_246244,2025-05-25 21:52:08,3,Team Liquid,Cloud9,
LOLTMNT01_246368,2025-05-31 20:08:28,1,Team Liquid,Dignitas,
LOLTMNT01_245414,2025-05-31 20:57:54,2,Dignitas,Team Liquid,
LOLTMNT01_245425,2025-05-31 22:01:45,3,Team Liquid,Dignitas,
LOLTMNT01_245435,2025-05-31 22:47:04,4,Dignitas,Team Liquid,
LOLTMNT01_245611,2025-06-01 20:07:56,1,100 Thieves,Shopify Rebellion,
LOLTMNT01_245618,2025-06-01 21:14:08,2,100 Thieves,Shopify Rebellion,
LOLTMNT01_245629,2025-06-01 22:06:16,3,Shopify Rebellion,100 Thieves,
LOLTMNT01_249362,2025-06-07 20:06:56,1,FlyQuest,Cloud9,
LOLTMNT01_249384,2025-06-07 21:02:25,2,Cloud9,FlyQuest,
LOLTMNT01_249398,2025-06-07 21:50:27,3,Cloud9,FlyQuest,
LOLTMNT01_249414,2025-06-07 22:46:36,4,FlyQuest,Cloud9,
LOLTMNT01_249428,2025-06-07 23:33:00,5,FlyQuest,Cloud9,
LOLTMNT01_250506,2025-06-08 20:09:09,1,Team Liquid,Shopify Rebellion,
LOLTMNT01_250511,2025-06-08 21:02:16,2,Team Liquid,Shopify Rebellion,
LOLTMNT01_249686,2025-06-08 22:15:23,3,Team Liquid,Shopify Rebellion,
LOLTMNT01_249694,2025-06-08 23:09:04,4,Shopify Rebellion,Team Liquid,
LOLTMNT01_252738,2025-06-14 20:12:24,1,Cloud9,Shopify Rebellion,
LOLTMNT01_252741,2025-06-14 21:04:34,2,Shopify Rebellion,Cloud9,
LOLTMNT01_252745,2025-06-14 21:50:18,3,Cloud9,Shopify Rebellion,
LOLTMNT01_253074,2025-06-15 20:15:00,1,FlyQuest,Cloud9,
LOLTMNT01_253075,2025-06-15 21:09:41,2,Cloud9,FlyQuest,
LOLTMNT01_253076,2025-06-15 21:57:17,3,FlyQuest,Cloud9,
LOLTMNT01_253078,2025-06-15 22:55:39,4,FlyQuest,Cloud9,
LOLTMNT01_252856,2025-06-15 23:43:18,5,Cloud9,FlyQuest,
LOLTMNT01_269407,2025-07-26 20:10:23,1,FlyQuest,Disguised,
LOLTMNT01_269416,2025-07-26 20:58:52,2,Disguised,FlyQuest,
LOLTMNT01_268930,2025-07-26 21:51:01,1,Cloud9,LYON,
LOLTMNT01_269432,2025-07-26 22:37:10,2,LYON,Cloud9,
LOLTMNT01_270271,2025-07-27 20:11:24,1,Team Liquid,100 Thieves,
LOLTMNT01_270275,2025-07-27 21:02:05,2,100 Thieves,Team Liquid,
LOLTMNT01_270288,2025-07-27 22:00:27,1,Shopify Rebellion,Dignitas,
LOLTMNT01_269810,2025-07-27 22:54:47,2,Dignitas,Shopify Rebellion,
LOLTMNT02_291885,2025-08-02 20:08:18,1,100 Thieves,FlyQuest,
LOLTMNT02_291895,2025-08-02 20:58:00,2,100 Thieves,FlyQuest,
LOLTMNT02_290962,2025-08-02 21:53:11,1,LYON,Team Liquid,
LOLTMNT02_290982,2025-08-02 22:44:53,2,Team Liquid,LYON,
LOLTMNT02_290987,2025-08-02 23:32:14,3,LYON,Team Liquid,
LOLTMNT02_292285,2025-08-03 20:08:22,1,Dignitas,Cloud9,
LOLTMNT02_293271,2025-08-03 21:00:31,2,Cloud9,Dignitas,
LOLTMNT02_292306,2025-08-03 21:52:28,1,Disguised,Shopify Rebellion,
LOLTMNT02_293287,2025-08-03 22:47:59,2,Shopify Rebellion,Disguised,
LOLTMNT02_292316,2025-08-03 23:42:20,3,Disguised,Shopify Rebellion,
LOLTMNT02_299125,2025-08-09 20:06:58,1,Shopify Rebellion,100 Thieves,
LOLTMNT02_299145,2025-08-09 20:54:09,2,100 Thieves,Shopify Rebellion,
LOLTMNT02_299161,2025-08-09 21:49:24,3,Shopify Rebellion,100 Thieves,
LOLTMNT02_299175,2025-08-09 22:38:30,1,FlyQuest,LYON,
LOLTMNT02_299179,2025-08-09 23:25:54,2,LYON,FlyQuest,
LOLTMNT02_299643,2025-08-10 20:07:52,1,Cloud9,Team Liquid,
LOLTMNT02_299654,2025-08-10 20:59:02,2,Team Liquid,Cloud9,
LOLTMNT02_299679,2025-08-10 21:51:21,1,Dignitas,Disguised,
LOLTMNT02_299690,2025-08-10 22:43:00,2,Dignitas,Disguised,
LOLTMNT02_299694,2025-08-10 23:30:53,3,Disguised,Dignitas,
LOLTMNT03_281842,2025-08-16 20:06:27,1,Cloud9,Shopify Rebellion,
LOLTMNT03_280867,2025-08-16 20:56:30,2,Cloud9,Shopify Rebellion,
LOLTMNT03_281867,2025-08-16 22:10:34,3,Cloud9,Shopify Rebellion,
LOLTMNT03_281872,2025-08-16 23:06:02,4,Cloud9,Shopify Rebellion,
LOLTMNT03_281876,2025-08-16 23:50:45,5,Shopify Rebellion,Cloud9,
LOLTMNT03_282144,2025-08-17 20:07:47,1,FlyQuest,Team Liquid,
LOLTMNT03_282158,2025-08-17 21:01:22,2,Team Liquid,FlyQuest,
LOLTMNT03_283147,2025-08-17 22:02:15,3,Team Liquid,FlyQuest,
LOLTMNT03_288294,2025-08-23 20:06:29,1,Disguised,Dignitas,
LOLTMNT03_287894,2025-08-23 20:54:40,2,Dignitas,Disguised,
LOLTMNT03_288338,2025-08-23 21:48:05,3,Dignitas,Disguised,
LOLTMNT03_287928,2025-08-23 22:39:00,4,Disguised,Dignitas,
LOLTMNT03_289318,2025-08-24 20:06:26,1,LYON,100 Thieves,
LOLTMNT03_288797,2025-08-24 21:08:05,2,LYON,100 Thieves,
LOLTMNT03_289343,2025-08-24 21:54:48,3,LYON,100 Thieves,
LOLTMNT03_289350,2025-08-24 22:42:54,4,100 Thieves,LYON,
LOLTMNT01_278533,2025-08-29 20:06:10,1,Cloud9,Disguised,
LOLTMNT01_278555,2025-08-29 20:57:19,2,Disguised,Cloud9,
LOLTMNT01_278563,2025-08-29 21:42:51,3,Cloud9,Disguised,
LOLTMNT01_279322,2025-08-29 22:40:24,4,Cloud9,Disguised,
LOLTMNT01_278600,2025-08-29 23:27:33,5,Cloud9,Disguised,
LOLTMNT01_278845,2025-08-30 20:09:07,1,Team Liquid,100 Thieves,
LOLTMNT01_278856,2025-08-30 21:02:55,2,Team Liquid,100 Thieves,
LOLTMNT01_279570,2025-08-30 22:02:02,3,Team Liquid,100 Thieves,
LOLTMNT01_279707,2025-08-31 20:07:38,1,FlyQuest,Shopify Rebellion,
LOLTMNT01_280063,2025-08-31 20:58:43,2,FlyQuest,Shopify Rebellion,
LOLTMNT01_279725,2025-08-31 22:02:08,3,FlyQuest,Shopify Rebellion,
LOLTMNT01_279732,2025-08-31 22:54:06,4,FlyQuest,Shopify Rebellion,
LOLTMNT01_283382,2025-09-05 20:05:46,1,Cloud9,100 Thieves,
LOLTMNT01_283399,2025-09-05 21:02:12,2,Cloud9,100 Thieves,
LOLTMNT01_283408,2025-09-05 21:53:30,3,100 Thieves,Cloud9,
LOLTMNT01_283424,2025-09-05 22:48:39,4,Cloud9,100 Thieves,
LOLTMNT01_283432,2025-09-05 23:36:21,5,100 Thieves,Cloud9,
LOLTMNT01_284517,2025-09-06 20:06:45,1,Shopify Rebellion,100 Thieves,
LOLTMNT01_284573,2025-09-06 20:55:16,2,100 Thieves,Shopify Rebellion,
LOLTMNT01_284603,2025-09-06 21:44:12,3,Shopify Rebellion,100 Thieves,
LOLTMNT01_285575,2025-09-07 20:12:24,1,FlyQuest,100 Thieves,
LOLTMNT01_285591,2025-09-07 21:09:29,2,100 Thieves,FlyQuest,
LOLTMNT01_285605,2025-09-07 21:59:46,3,FlyQuest,100 Thieves,
LOLTMNT01_285618,2025-09-07 22:50:47,4,100 Thieves,FlyQuest,
LOLTMNT03_303586,2025-10-04 20:08:48,1,Estral Esports,Conviction,
LOLTMNT03_304116,2025-10-04 20:58:48,2,Conviction,Estral Esports,
LOLTMNT03_303722,2025-10-04 21:49:17,3,Conviction,Estral Esports,
LOLTMNT03_304178,2025-10-04 22:33:19,4,Estral Esports,Conviction,
LOLTMNT03_303842,2025-10-04 23:28:14,5,Estral Esports,Conviction,
LOLTMNT03_305228,2025-10-05 20:13:09,1,SDM Tigres,Luminosity Gaming,
LOLTMNT03_305274,2025-10-05 21:06:34,2,Luminosity Gaming,SDM Tigres,
LOLTMNT03_305326,2025-10-05 22:08:47,3,Luminosity Gaming,SDM Tigres,
LOLTMNT03_304954,2025-10-06 20:07:03,1,Disguised,Estral Esports,
LOLTMNT03_305596,2025-10-06 21:09:35,2,Estral Esports,Disguised,
LOLTMNT03_305606,2025-10-07 00:00:39,3,Disguised,Estral Esports,
LOLTMNT03_306267,2025-10-08 20:08:33,1,Disguised,Luminosity Gaming,
LOLTMNT03_306271,2025-10-08 21:18:22,2,Luminosity Gaming,Disguised,
LOLTMNT03_305882,2025-10-08 22:06:05,3,Luminosity Gaming,Disguised,
LOLTMNT03_306344,2025-10-09 20:09:13,1,SDM Tigres,Estral Esports,
LOLTMNT03_306345,2025-10-09 21:04:11,2,SDM Tigres,Estral Esports,
LOLTMNT03_306351,2025-10-09 22:00:29,3,Estral Esports,SDM Tigres,
LOLTMNT03_307055,2025-10-10 20:07:51,1,Luminosity Gaming,Estral Esports,
LOLTMNT03_306449,2025-10-10 20:53:10,2,Luminosity Gaming,Estral Esports,
LOLTMNT03_306451,2025-10-10 21:41:48,3,Estral Esports,Luminosity Gaming,
LOLTMNT03_307497,2025-10-12 20:09:22,1,Disguised,Luminosity Gaming,
LOLTMNT03_307498,2025-10-12 21:06:03,2,Luminosity Gaming,Disguised,
LOLTMNT03_307499,2025-10-12 21:59:59,3,Disguised,Luminosity Gaming,
LOLTMNT03_306785,2025-10-12 22:55:28,4,Disguised,Luminosity Gaming,
